transaction_id	merchant_id	customer_id	year_month	transaction_date	original_currency	payment_method	status	amount_EUR	fee_EUR	net_amount_EUR
TXN000249	M0054	C00178	2025-08	2025-08-16 21:30:00	GBP	QR CODE	COMPLETED	1139.21	19.94	1119.28
TXN000250	M0088	C00659	2025-08	2025-08-20 11:43:00	BGN	APPLE PAY	COMPLETED	987.09	17.27	969.81
TXN000251	M0157	C00965	2025-10	2025-10-13 06:15:00	GBP	APPLE PAY	COMPLETED	603.16	10.56	592.61
TXN000252	M0181	C00574	2024-03	2024-03-23 22:45:00	BGN	APPLE PAY	COMPLETED	625.72	10.95	614.77
TXN000255	M0055	C00141	2024-07	2024-07-04 17:17:00	EUR	QR CODE	COMPLETED	2332.73	40.82	2291.91
TXN000256	M0190	C00654	2025-06	2025-06-17 07:03:00	EUR	CARD	COMPLETED	1675.41	29.32	1646.09
TXN000257	M0026	C00141	2025-11	2025-11-02 10:45:00	EUR	QR CODE	COMPLETED	1182.33	20.69	1161.64
TXN000258	M0041	C00667	2025-07	2025-07-17 20:59:00	EUR	APPLE PAY	COMPLETED	2201.92	38.53	2163.39
TXN000259	M0083	C00588	2024-03	2024-03-18 20:03:00	EUR	QR CODE	COMPLETED	2270.07	39.73	2230.34
TXN000260	M0190	C00942	2024-11	2024-11-22 05:26:00	EUR	GOOGLE PAY	COMPLETED	2205.91	38.6	2167.31
TXN000262	M0155	C00537	2024-03	2024-03-03 10:18:00	GBP	CONTACTLESS	COMPLETED	985.53	17.25	968.29
TXN000263	M0130	C00749	2025-08	2025-08-27 08:12:00	GBP	APPLE PAY	COMPLETED	1752.3	30.66	1721.64
TXN000264	M0184	C00691	2024-04	2024-04-18 00:47:00	EUR	CONTACTLESS	COMPLETED	844.44	14.78	829.66
TXN000265	M0157	C00098	2025-07	2025-07-25 13:32:00	EUR	CONTACTLESS	COMPLETED	821.5	14.38	807.12
TXN000266	M0123	C00772	2024-12	2024-12-29 07:00:00	GBP	APPLE PAY	COMPLETED	573.33	10.03	563.29
TXN000267	M0078	C00710	2025-10	2025-10-23 23:36:00	EUR	CARD	COMPLETED	31.06	0.54	30.52
TXN000268	M0171	C00946	2023-06	2023-06-18 14:19:00	BGN	APPLE PAY	COMPLETED	205.23	3.59	201.64
TXN000269	M0177	C00227	2025-02	2025-02-05 20:58:00	EUR	CONTACTLESS	COMPLETED	2351.74	41.16	2310.58
TXN000270	M0123	C00719	2024-10	2024-10-03 14:47:00	BGN	GOOGLE PAY	COMPLETED	1263.99	22.12	1241.88
TXN000271	M0194	C00773	2025-08	2025-08-05 21:52:00	BGN	CARD	COMPLETED	280.18	4.9	275.28
TXN000273	M0130	C00533	2024-11	2024-11-28 18:34:00	GBP	CARD	COMPLETED	322.85	5.65	317.2
TXN000275	M0034	C00689	2025-03	2025-03-21 13:29:00	GBP	CARD	COMPLETED	1206.86	21.12	1185.74
TXN000276	M0102	C00434	2024-10	2024-10-10 00:47:00	GBP	CARD	COMPLETED	470.99	8.24	462.75
TXN000277	M0139	C00185	2023-07	2023-07-15 02:59:00	EUR	GOOGLE PAY	COMPLETED	1181.5	20.68	1160.82
TXN000278	M0096	C00083	2025-09	2025-09-07 14:55:00	BGN	QR CODE	COMPLETED	1172.41	20.52	1151.89
TXN000279	M0035	C00542	2025-07	2025-07-06 11:07:00	EUR	CONTACTLESS	COMPLETED	448.24	7.84	440.4
TXN000280	M0001	C00545	2023-03	2023-03-13 09:29:00	GBP	CONTACTLESS	COMPLETED	1448.56	25.35	1423.21
TXN000285	M0075	C00689	2024-09	2024-09-03 23:36:00	GBP	CONTACTLESS	COMPLETED	695.49	12.17	683.33
TXN000286	M0078	C00063	2024-07	2024-07-30 21:33:00	BGN	QR CODE	COMPLETED	283.54	4.96	278.58
TXN000287	M0189	C00996	2024-10	2024-10-06 20:43:00	GBP	GOOGLE PAY	COMPLETED	921.31	16.13	905.19
TXN000288	M0135	C00189	2024-09	2024-09-30 22:26:00	BGN	GOOGLE PAY	COMPLETED	522.62	9.15	513.47
TXN000289	M0062	C00475	2025-09	2025-09-26 07:19:00	EUR	QR CODE	COMPLETED	2144.21	37.52	2106.69
TXN000290	M0106	C00209	2025-09	2025-09-09 17:33:00	GBP	CARD	COMPLETED	296.0	5.18	290.82
TXN000291	M0116	C00275	2025-05	2025-05-04 02:34:00	GBP	QR CODE	COMPLETED	1573.13	27.53	1545.6
TXN000292	M0155	C00688	2023-12	2023-12-25 02:12:00	BGN	CONTACTLESS	COMPLETED	1028.79	18.0	1010.79
TXN000293	M0123	C00960	2024-10	2024-10-31 10:19:00	EUR	CARD	COMPLETED	2392.66	41.87	2350.79
TXN000294	M0192	C00210	2026-01	2026-01-08 15:58:00	GBP	CONTACTLESS	COMPLETED	528.38	9.25	519.13
TXN000295	M0142	C00316	2025-02	2025-02-17 09:24:00	GBP	APPLE PAY	COMPLETED	998.1	17.47	980.64
TXN000297	M0095	C00150	2024-12	2024-12-04 13:02:00	EUR	APPLE PAY	COMPLETED	1407.41	24.63	1382.78
TXN000298	M0142	C00338	2025-11	2025-11-13 18:46:00	EUR	GOOGLE PAY	COMPLETED	1045.4	18.29	1027.11
TXN000299	M0146	C00264	2025-01	2025-01-02 15:35:00	GBP	GOOGLE PAY	COMPLETED	1410.44	24.68	1385.76
TXN000300	M0118	C00560	2024-04	2024-04-03 23:50:00	GBP	CONTACTLESS	COMPLETED	757.25	13.26	743.99
TXN000301	M0139	C00838	2023-07	2023-07-12 16:02:00	BGN	CARD	COMPLETED	1072.74	18.77	1053.97
TXN000302	M0196	C00725	2024-09	2024-09-25 13:08:00	EUR	CARD	COMPLETED	2106.76	36.87	2069.89
TXN000303	M0056	C00957	2025-03	2025-03-06 14:23:00	BGN	GOOGLE PAY	COMPLETED	78.47	1.38	77.09
TXN000304	M0169	C00018	2026-02	2026-02-19 00:00:00	BGN	APPLE PAY	COMPLETED	680.9	11.91	668.98
TXN000305	M0138	C00826	2024-08	2024-08-14 00:32:00	EUR	CARD	COMPLETED	2033.36	35.58	1997.78
TXN000306	M0025	C00363	2025-03	2025-03-17 07:12:00	GBP	GOOGLE PAY	COMPLETED	1326.21	23.21	1303.01
TXN000308	M0168	C00488	2025-09	2025-09-16 01:05:00	EUR	CARD	COMPLETED	1014.68	17.76	996.92
TXN000309	M0180	C00340	2025-01	2025-01-24 02:31:00	BGN	CARD	COMPLETED	1080.74	18.91	1061.83
TXN000310	M0136	C00581	2024-11	2024-11-14 07:13:00	GBP	APPLE PAY	COMPLETED	1930.96	33.8	1897.17
TXN000311	M0012	C00674	2025-01	2025-01-26 21:59:00	EUR	CONTACTLESS	COMPLETED	702.73	12.3	690.43
TXN000314	M0099	C00081	2026-01	2026-01-22 23:08:00	BGN	APPLE PAY	COMPLETED	1010.72	17.69	993.04
TXN000315	M0014	C00788	2025-01	2025-01-21 13:14:00	BGN	QR CODE	COMPLETED	1072.24	18.76	1053.48
TXN000317	M0142	C00088	2025-04	2025-04-13 13:11:00	BGN	APPLE PAY	COMPLETED	869.23	15.21	854.02
TXN000318	M0064	C00650	2024-10	2024-10-10 02:17:00	EUR	GOOGLE PAY	COMPLETED	387.67	6.78	380.89
TXN000319	M0082	C00369	2025-04	2025-04-13 03:05:00	GBP	CARD	COMPLETED	13.53	0.24	13.3
TXN000320	M0034	C00418	2024-01	2024-01-10 05:27:00	EUR	CARD	COMPLETED	1123.49	19.66	1103.83
TXN000321	M0023	C00885	2025-04	2025-04-18 17:05:00	GBP	CARD	COMPLETED	1305.46	22.84	1282.62
TXN000323	M0134	C00275	2024-12	2024-12-09 21:24:00	GBP	CONTACTLESS	COMPLETED	373.41	6.53	366.88
TXN000324	M0017	C00079	2024-04	2024-04-29 13:17:00	GBP	APPLE PAY	COMPLETED	905.03	15.84	889.19
TXN000325	M0064	C00312	2025-12	2025-12-16 19:39:00	EUR	GOOGLE PAY	COMPLETED	490.88	8.59	482.29
TXN000326	M0086	C00881	2025-06	2025-06-06 10:28:00	BGN	QR CODE	COMPLETED	428.73	7.5	421.22
TXN000327	M0035	C00322	2024-07	2024-07-09 10:38:00	EUR	GOOGLE PAY	COMPLETED	2368.33	41.45	2326.88
TXN000329	M0097	C00607	2024-11	2024-11-17 12:23:00	BGN	CONTACTLESS	COMPLETED	146.71	2.57	144.14
TXN000330	M0175	C00726	2025-11	2025-11-13 17:01:00	EUR	GOOGLE PAY	COMPLETED	2382.63	41.7	2340.93
TXN000331	M0075	C00690	2025-12	2025-12-17 02:52:00	GBP	CONTACTLESS	COMPLETED	1852.11	32.41	1819.7
TXN000332	M0163	C00809	2024-07	2024-07-03 07:16:00	GBP	CARD	COMPLETED	1405.66	24.6	1381.06
TXN000333	M0115	C00943	2025-07	2025-07-31 15:37:00	BGN	GOOGLE PAY	COMPLETED	513.09	8.98	504.12
TXN000334	M0140	C00654	2024-04	2024-04-17 11:44:00	EUR	CARD	COMPLETED	2239.02	39.18	2199.84
TXN000335	M0197	C00046	2024-12	2024-12-09 21:42:00	BGN	GOOGLE PAY	COMPLETED	454.61	7.96	446.66
TXN000336	M0193	C00523	2024-12	2024-12-18 13:06:00	BGN	QR CODE	COMPLETED	14.75	0.26	14.49
TXN000337	M0143	C00475	2025-05	2025-05-22 22:36:00	BGN	QR CODE	COMPLETED	283.53	4.96	278.57
TXN000338	M0177	C00303	2025-08	2025-08-20 04:22:00	GBP	CARD	COMPLETED	2161.03	37.82	2123.21
TXN000339	M0030	C00804	2025-12	2025-12-03 23:09:00	EUR	QR CODE	COMPLETED	872.45	15.27	857.18
TXN000340	M0124	C00327	2024-09	2024-09-05 15:06:00	EUR	APPLE PAY	COMPLETED	1096.82	19.19	1077.63
TXN000341	M0012	C00112	2026-02	2026-02-06 22:07:00	BGN	CONTACTLESS	COMPLETED	30.12	0.53	29.59
TXN000342	M0190	C00437	2025-06	2025-06-21 16:11:00	GBP	CONTACTLESS	COMPLETED	1205.8	21.11	1184.7
TXN000343	M0104	C00030	2025-09	2025-09-29 05:11:00	BGN	QR CODE	COMPLETED	819.15	14.34	804.82
TXN000344	M0051	C00211	2025-09	2025-09-21 18:27:00	GBP	CARD	COMPLETED	854.16	14.95	839.21
TXN000345	M0148	C00117	2024-03	2024-03-08 17:11:00	GBP	GOOGLE PAY	COMPLETED	793.87	13.89	779.97
TXN000346	M0136	C00357	2025-08	2025-08-18 19:24:00	GBP	GOOGLE PAY	COMPLETED	1324.93	23.18	1301.75
TXN000348	M0081	C00145	2023-10	2023-10-21 07:19:00	BGN	GOOGLE PAY	COMPLETED	150.62	2.64	147.98
TXN000349	M0108	C00651	2025-02	2025-02-16 04:36:00	BGN	CONTACTLESS	COMPLETED	491.27	8.59	482.67
TXN000350	M0143	C00462	2024-03	2024-03-24 15:18:00	BGN	CARD	COMPLETED	180.43	3.16	177.27
TXN000351	M0092	C00576	2023-09	2023-09-07 15:08:00	BGN	GOOGLE PAY	COMPLETED	250.45	4.38	246.07
TXN000352	M0105	C00085	2025-11	2025-11-04 13:45:00	BGN	CARD	COMPLETED	1073.8	18.79	1055.01
TXN000353	M0195	C00173	2024-12	2024-12-14 09:02:00	GBP	QR CODE	COMPLETED	604.14	10.58	593.56
TXN000354	M0191	C00794	2026-02	2026-02-15 17:32:00	BGN	APPLE PAY	COMPLETED	145.84	2.55	143.29
TXN000356	M0077	C00450	2024-01	2024-01-03 14:16:00	EUR	CONTACTLESS	COMPLETED	873.07	15.28	857.79
TXN000357	M0054	C00143	2025-09	2025-09-12 22:39:00	EUR	CONTACTLESS	COMPLETED	1582.84	27.7	1555.14
TXN000358	M0016	C00332	2025-03	2025-03-11 11:34:00	BGN	APPLE PAY	COMPLETED	360.22	6.3	353.91
TXN000360	M0193	C00887	2025-05	2025-05-30 01:17:00	EUR	CONTACTLESS	COMPLETED	2167.95	37.94	2130.01
TXN000362	M0148	C00649	2025-09	2025-09-02 08:40:00	EUR	GOOGLE PAY	COMPLETED	1037.03	18.15	1018.88
TXN000363	M0132	C00974	2025-07	2025-07-11 08:44:00	GBP	APPLE PAY	COMPLETED	2039.48	35.69	2003.79
TXN000364	M0149	C00681	2023-10	2023-10-25 23:05:00	BGN	APPLE PAY	COMPLETED	934.66	16.36	918.3
TXN000365	M0017	C00331	2025-08	2025-08-14 06:27:00	GBP	APPLE PAY	COMPLETED	1787.0	31.27	1755.73
TXN000366	M0141	C00699	2024-02	2024-02-17 18:54:00	EUR	CARD	COMPLETED	1214.63	21.26	1193.37
TXN000367	M0026	C00468	2025-12	2025-12-19 00:07:00	EUR	GOOGLE PAY	COMPLETED	2323.76	40.67	2283.09
TXN000369	M0065	C00406	2023-09	2023-09-08 11:42:00	BGN	APPLE PAY	COMPLETED	1155.41	20.22	1135.18
TXN000370	M0186	C00002	2025-09	2025-09-06 07:27:00	EUR	GOOGLE PAY	COMPLETED	1639.57	28.69	1610.88
TXN000371	M0020	C00009	2025-02	2025-02-16 18:14:00	BGN	APPLE PAY	COMPLETED	664.59	11.63	652.96
TXN000372	M0031	C00092	2025-05	2025-05-30 22:08:00	BGN	CARD	COMPLETED	611.29	10.7	600.59
TXN000373	M0027	C00833	2024-09	2024-09-26 11:56:00	EUR	CONTACTLESS	COMPLETED	749.89	13.12	736.77
TXN000374	M0018	C00360	2026-02	2026-02-14 18:00:00	BGN	CONTACTLESS	COMPLETED	780.64	13.66	766.98
TXN000375	M0161	C00881	2025-07	2025-07-07 04:58:00	EUR	CARD	COMPLETED	1030.75	18.04	1012.71
TXN000376	M0026	C00440	2025-01	2025-01-26 03:37:00	GBP	CONTACTLESS	COMPLETED	1572.66	27.52	1545.14
TXN000377	M0064	C00739	2025-05	2025-05-06 20:05:00	BGN	APPLE PAY	COMPLETED	318.18	5.57	312.61
TXN000378	M0200	C00522	2023-04	2023-04-16 21:56:00	EUR	GOOGLE PAY	COMPLETED	755.87	13.23	742.64
TXN000381	M0034	C00782	2024-11	2024-11-12 18:26:00	GBP	CARD	COMPLETED	784.17	13.72	770.45
TXN000382	M0005	C00062	2025-02	2025-02-03 02:00:00	GBP	QR CODE	COMPLETED	562.2	9.84	552.36
TXN000383	M0074	C00412	2025-11	2025-11-12 22:32:00	EUR	QR CODE	COMPLETED	1918.36	33.57	1884.79
TXN000384	M0138	C00944	2025-07	2025-07-17 04:17:00	EUR	CONTACTLESS	COMPLETED	211.28	3.7	207.58
TXN000386	M0080	C00947	2025-07	2025-07-12 23:54:00	GBP	CARD	COMPLETED	521.41	9.12	512.29
TXN000387	M0117	C00759	2025-03	2025-03-23 19:03:00	EUR	CARD	COMPLETED	774.95	13.56	761.39
TXN000389	M0043	C00908	2024-10	2024-10-13 04:47:00	EUR	CARD	COMPLETED	1953.36	34.18	1919.18
TXN000390	M0086	C00591	2025-09	2025-09-15 08:33:00	BGN	CARD	COMPLETED	82.84	1.45	81.39
TXN000392	M0066	C00522	2024-06	2024-06-10 18:43:00	EUR	CARD	COMPLETED	1807.64	31.63	1776.01
TXN000394	M0183	C00938	2025-12	2025-12-10 20:26:00	BGN	APPLE PAY	COMPLETED	287.98	5.04	282.94
TXN000395	M0070	C00054	2024-03	2024-03-14 18:23:00	EUR	CONTACTLESS	COMPLETED	300.7	5.26	295.44
TXN000397	M0023	C00312	2025-11	2025-11-15 00:23:00	BGN	QR CODE	COMPLETED	257.53	4.5	253.03
TXN000399	M0195	C00555	2024-12	2024-12-27 04:00:00	GBP	CARD	COMPLETED	2044.19	35.78	2008.42
TXN000400	M0086	C00107	2023-04	2023-04-22 21:24:00	EUR	QR CODE	COMPLETED	2122.89	37.15	2085.74
TXN000401	M0061	C00287	2025-09	2025-09-14 15:03:00	EUR	CARD	COMPLETED	2431.47	42.55	2388.92
TXN000402	M0060	C00766	2026-01	2026-01-11 13:44:00	EUR	QR CODE	COMPLETED	2239.21	39.19	2200.02
TXN000403	M0025	C00064	2025-03	2025-03-01 20:52:00	GBP	CONTACTLESS	COMPLETED	844.61	14.78	829.83
TXN000404	M0061	C00718	2025-05	2025-05-06 08:54:00	BGN	APPLE PAY	COMPLETED	403.53	7.06	396.47
TXN000405	M0082	C00799	2025-10	2025-10-19 08:14:00	BGN	CARD	COMPLETED	96.65	1.69	94.96
TXN000406	M0040	C00549	2024-07	2024-07-15 05:28:00	GBP	CONTACTLESS	COMPLETED	995.23	17.41	977.82
TXN000407	M0116	C00827	2025-03	2025-03-01 14:16:00	BGN	APPLE PAY	COMPLETED	1089.87	19.07	1070.8
TXN000409	M0092	C00179	2024-10	2024-10-07 16:03:00	EUR	GOOGLE PAY	COMPLETED	1693.77	29.64	1664.13
TXN000410	M0116	C00824	2025-11	2025-11-10 23:35:00	EUR	CARD	COMPLETED	626.51	10.96	615.55
TXN000411	M0004	C00703	2024-11	2024-11-27 07:08:00	BGN	CARD	COMPLETED	254.29	4.45	249.84
TXN000412	M0150	C00067	2025-05	2025-05-08 08:58:00	EUR	GOOGLE PAY	COMPLETED	2032.34	35.57	1996.77
TXN000413	M0033	C00173	2023-11	2023-11-25 10:07:00	BGN	GOOGLE PAY	COMPLETED	55.8	0.98	54.82
TXN000414	M0186	C00363	2024-10	2024-10-29 15:01:00	EUR	CONTACTLESS	COMPLETED	958.37	16.77	941.6
TXN000415	M0071	C00632	2024-11	2024-11-22 14:56:00	EUR	APPLE PAY	COMPLETED	373.71	6.54	367.17
TXN000416	M0128	C00141	2025-06	2025-06-08 17:30:00	GBP	CONTACTLESS	COMPLETED	135.17	2.37	132.8
TXN000417	M0165	C00392	2024-09	2024-09-04 20:51:00	BGN	APPLE PAY	COMPLETED	695.51	12.17	683.34
TXN000418	M0123	C00398	2025-04	2025-04-21 15:22:00	GBP	CONTACTLESS	COMPLETED	1994.85	34.91	1959.94
TXN000419	M0007	C00288	2025-08	2025-08-02 19:14:00	EUR	GOOGLE PAY	COMPLETED	75.69	1.32	74.37
TXN000420	M0136	C00673	2025-10	2025-10-03 18:14:00	EUR	APPLE PAY	COMPLETED	2435.01	42.61	2392.4
TXN000422	M0045	C00368	2024-05	2024-05-16 07:37:00	BGN	CARD	COMPLETED	407.36	7.13	400.24
TXN000423	M0181	C00193	2025-08	2025-08-10 11:36:00	GBP	QR CODE	COMPLETED	1221.72	21.38	1200.34
TXN000424	M0080	C00225	2024-10	2024-10-17 15:02:00	EUR	QR CODE	COMPLETED	227.92	3.99	223.93
TXN000425	M0123	C00349	2024-07	2024-07-17 10:58:00	BGN	CONTACTLESS	COMPLETED	785.51	13.75	771.76
TXN000427	M0094	C00104	2023-08	2023-08-02 11:45:00	GBP	APPLE PAY	COMPLETED	2033.5	35.58	1997.91
TXN000428	M0083	C00984	2023-10	2023-10-17 05:46:00	GBP	APPLE PAY	COMPLETED	2036.24	35.64	2000.61
TXN000429	M0045	C00229	2025-06	2025-06-15 22:56:00	BGN	QR CODE	COMPLETED	1187.39	20.78	1166.61
TXN000430	M0045	C00747	2024-12	2024-12-09 09:46:00	EUR	QR CODE	COMPLETED	1722.02	30.14	1691.88
TXN000431	M0101	C00627	2023-06	2023-06-01 05:38:00	EUR	QR CODE	COMPLETED	797.25	13.95	783.3
TXN000432	M0027	C00328	2025-04	2025-04-02 04:21:00	EUR	CARD	COMPLETED	1863.99	32.62	1831.37
TXN000433	M0182	C00272	2025-11	2025-11-03 20:46:00	EUR	CONTACTLESS	COMPLETED	2216.92	38.8	2178.12
TXN000434	M0178	C00050	2024-07	2024-07-17 11:16:00	GBP	GOOGLE PAY	COMPLETED	1679.17	29.38	1649.78
TXN000436	M0026	C00463	2026-01	2026-01-08 18:41:00	EUR	CARD	COMPLETED	1896.21	33.18	1863.03
TXN000437	M0076	C00175	2024-11	2024-11-20 10:16:00	GBP	CONTACTLESS	COMPLETED	2038.81	35.68	2003.12
TXN000438	M0188	C00629	2024-08	2024-08-31 17:57:00	GBP	CARD	COMPLETED	2134.87	37.36	2097.51
TXN000439	M0111	C00340	2024-06	2024-06-07 19:56:00	EUR	CONTACTLESS	COMPLETED	1086.92	19.02	1067.9
TXN000440	M0105	C00289	2026-03	2026-03-11 23:59:00	GBP	CONTACTLESS	COMPLETED	1583.53	27.71	1555.82
TXN000441	M0025	C00056	2024-12	2024-12-05 12:36:00	GBP	CARD	COMPLETED	1205.98	21.11	1184.88
TXN000442	M0110	C00205	2023-10	2023-10-11 09:52:00	EUR	CARD	COMPLETED	1655.9	28.98	1626.92
TXN000443	M0053	C00119	2024-02	2024-02-24 20:18:00	GBP	GOOGLE PAY	COMPLETED	2123.19	37.16	2086.04
TXN000444	M0121	C00190	2026-01	2026-01-01 21:16:00	GBP	GOOGLE PAY	COMPLETED	199.85	3.5	196.35
TXN000445	M0095	C00232	2024-03	2024-03-21 14:02:00	GBP	QR CODE	COMPLETED	572.03	10.01	562.02
TXN000446	M0016	C00828	2024-01	2024-01-07 22:42:00	BGN	GOOGLE PAY	COMPLETED	124.76	2.18	122.58
TXN000447	M0194	C00536	2025-09	2025-09-27 07:35:00	GBP	QR CODE	COMPLETED	135.81	2.38	133.44
TXN000448	M0176	C00405	2025-11	2025-11-13 18:56:00	BGN	CARD	COMPLETED	302.19	5.29	296.9
TXN000450	M0045	C00081	2024-05	2024-05-07 06:51:00	BGN	GOOGLE PAY	COMPLETED	247.38	4.33	243.05
TXN000451	M0052	C00827	2024-01	2024-01-13 19:16:00	EUR	CARD	COMPLETED	801.07	14.02	787.05
TXN000452	M0100	C00940	2025-11	2025-11-09 17:20:00	EUR	QR CODE	COMPLETED	2141.92	37.48	2104.44
TXN000453	M0151	C00603	2025-07	2025-07-29 13:07:00	BGN	CARD	COMPLETED	530.51	9.29	521.22
TXN000454	M0028	C00421	2023-10	2023-10-21 09:55:00	GBP	GOOGLE PAY	COMPLETED	1150.6	20.13	1130.46
TXN000455	M0168	C00413	2025-04	2025-04-01 18:38:00	EUR	QR CODE	COMPLETED	1183.93	20.72	1163.21
TXN000457	M0013	C00346	2025-07	2025-07-19 15:58:00	GBP	APPLE PAY	COMPLETED	586.57	10.26	576.31
TXN000459	M0199	C00193	2025-03	2025-03-04 08:46:00	GBP	CONTACTLESS	COMPLETED	892.52	15.62	876.9
TXN000460	M0105	C00811	2025-10	2025-10-20 16:55:00	EUR	CARD	COMPLETED	936.34	16.39	919.95
TXN000461	M0080	C00583	2025-09	2025-09-21 12:08:00	EUR	CONTACTLESS	COMPLETED	1951.84	34.16	1917.68
TXN000462	M0050	C00370	2024-09	2024-09-02 01:15:00	BGN	CONTACTLESS	COMPLETED	43.51	0.76	42.74
TXN000465	M0089	C00029	2024-12	2024-12-29 08:47:00	GBP	CARD	COMPLETED	1821.85	31.88	1789.96
TXN000466	M0042	C00212	2025-09	2025-09-22 06:54:00	GBP	GOOGLE PAY	COMPLETED	487.18	8.53	478.65
TXN000467	M0132	C00178	2023-06	2023-06-25 21:00:00	BGN	CARD	COMPLETED	606.69	10.61	596.07
TXN000468	M0058	C00727	2024-09	2024-09-02 19:51:00	BGN	APPLE PAY	COMPLETED	1205.47	21.1	1184.37
TXN000469	M0109	C00694	2025-09	2025-09-01 11:29:00	BGN	QR CODE	COMPLETED	323.08	5.65	317.42
TXN000470	M0102	C00864	2025-09	2025-09-13 03:00:00	GBP	QR CODE	COMPLETED	1122.95	19.65	1103.3
TXN000471	M0166	C00066	2025-01	2025-01-25 19:18:00	GBP	APPLE PAY	COMPLETED	644.28	11.28	633.0
TXN000474	M0170	C00303	2025-09	2025-09-02 21:08:00	GBP	GOOGLE PAY	COMPLETED	1582.56	27.7	1554.87
TXN000476	M0186	C00929	2025-09	2025-09-20 07:43:00	BGN	APPLE PAY	COMPLETED	683.99	11.97	672.02
TXN000477	M0130	C00301	2025-03	2025-03-08 05:53:00	EUR	GOOGLE PAY	COMPLETED	1644.89	28.79	1616.1
TXN000478	M0033	C00188	2025-09	2025-09-19 08:46:00	BGN	APPLE PAY	COMPLETED	1033.51	18.08	1015.43
TXN000480	M0067	C00888	2025-09	2025-09-17 09:29:00	BGN	QR CODE	COMPLETED	1088.26	19.05	1069.21
TXN000481	M0149	C00889	2025-07	2025-07-19 02:30:00	BGN	GOOGLE PAY	COMPLETED	1137.05	19.9	1117.15
TXN000482	M0136	C00206	2025-08	2025-08-03 13:03:00	GBP	GOOGLE PAY	COMPLETED	1886.54	33.02	1853.52
TXN000483	M0146	C00083	2025-08	2025-08-07 04:20:00	GBP	APPLE PAY	COMPLETED	1868.24	32.7	1835.55
TXN000484	M0162	C00215	2024-10	2024-10-09 10:40:00	EUR	QR CODE	COMPLETED	147.39	2.58	144.81
TXN000485	M0196	C00630	2024-12	2024-12-12 15:50:00	GBP	GOOGLE PAY	COMPLETED	1674.45	29.31	1645.14
TXN000486	M0104	C00749	2025-03	2025-03-08 15:24:00	GBP	CARD	COMPLETED	12.11	0.21	11.9
TXN000487	M0083	C00752	2025-07	2025-07-14 16:12:00	EUR	CONTACTLESS	COMPLETED	47.25	0.83	46.42
TXN000488	M0178	C00314	2025-04	2025-04-26 09:08:00	EUR	CARD	COMPLETED	259.01	4.53	254.48
TXN000489	M0012	C00346	2025-05	2025-05-20 09:29:00	GBP	CONTACTLESS	COMPLETED	1580.17	27.65	1552.52
TXN000490	M0088	C00929	2026-02	2026-02-18 15:22:00	GBP	CARD	COMPLETED	1640.48	28.71	1611.77
TXN000491	M0059	C00517	2025-05	2025-05-31 23:08:00	EUR	CARD	COMPLETED	529.95	9.27	520.68
TXN000492	M0094	C00639	2023-05	2023-05-22 12:56:00	EUR	QR CODE	COMPLETED	1601.7	28.03	1573.67
TXN000492	M0094	C00639	2023-05	2023-05-22 12:56:00	EUR	QR CODE	COMPLETED	1601.7	28.03	1573.67
TXN000493	M0013	C00119	2025-04	2025-04-24 03:41:00	GBP	GOOGLE PAY	COMPLETED	1827.7	31.99	1795.71
TXN000494	M0098	C00712	2024-09	2024-09-17 17:16:00	BGN	CARD	COMPLETED	607.07	10.62	596.44
TXN000495	M0078	C00621	2025-05	2025-05-10 21:06:00	BGN	CONTACTLESS	COMPLETED	847.25	14.83	832.42
TXN000496	M0108	C00117	2025-10	2025-10-14 03:32:00	EUR	GOOGLE PAY	COMPLETED	1797.62	31.46	1766.16
TXN000497	M0051	C00721	2024-04	2024-04-28 08:53:00	GBP	APPLE PAY	COMPLETED	1123.83	19.67	1104.16
TXN000498	M0042	C00493	2024-03	2024-03-26 17:31:00	GBP	CONTACTLESS	COMPLETED	1972.49	34.52	1937.97
TXN000501	M0076	C00041	2025-03	2025-03-25 14:03:00	GBP	APPLE PAY	COMPLETED	215.36	3.77	211.59
TXN000504	M0188	C00410	2024-09	2024-09-09 11:52:00	GBP	APPLE PAY	COMPLETED	747.28	13.07	734.21
TXN000506	M0179	C00605	2025-12	2025-12-23 01:54:00	GBP	QR CODE	COMPLETED	350.0	6.12	343.87
TXN000507	M0174	C00030	2025-08	2025-08-15 05:39:00	BGN	CONTACTLESS	COMPLETED	486.21	8.51	477.7
TXN000508	M0124	C00268	2025-01	2025-01-26 03:56:00	BGN	APPLE PAY	COMPLETED	526.48	9.21	517.26
TXN000509	M0004	C00979	2025-07	2025-07-22 23:36:00	BGN	APPLE PAY	COMPLETED	925.51	16.2	909.32
TXN000510	M0133	C00680	2023-11	2023-11-13 13:42:00	BGN	GOOGLE PAY	COMPLETED	929.19	16.26	912.93
TXN000511	M0039	C00659	2025-11	2025-11-12 17:57:00	EUR	QR CODE	COMPLETED	2469.51	43.22	2426.29
TXN000512	M0121	C00339	2026-01	2026-01-15 05:04:00	GBP	CARD	COMPLETED	1632.09	28.56	1603.52
TXN000513	M0130	C00081	2024-12	2024-12-19 17:41:00	GBP	GOOGLE PAY	COMPLETED	831.43	14.55	816.88
TXN000514	M0147	C00510	2026-01	2026-01-13 02:54:00	BGN	CARD	COMPLETED	637.79	11.16	626.63
